transit_timestamp,station_complex_id,station_complex,borough,Georeference,ridership,transfers,weekday
2023-10-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8945,130,Friday
2023-10-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1522,23,Friday
2023-10-20,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2235,32,Friday
2023-10-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7240,293,Friday
2023-10-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9922,401,Friday
2023-10-20,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4856,21,Friday
2023-10-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3719,27,Friday
2023-10-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5235,68,Saturday
2023-10-21,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5502,77,Saturday
2023-10-21,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1131,10,Saturday
2023-10-21,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),919,10,Saturday
2023-10-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6099,230,Saturday
2023-10-21,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6051,219,Saturday
2023-10-21,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2915,7,Saturday
2023-10-21,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2906,22,Saturday
2023-10-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4008,43,Sunday
2023-10-22,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4600,47,Sunday
2023-10-22,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),892,9,Sunday
2023-10-22,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),815,6,Sunday
2023-10-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5255,217,Sunday
2023-10-22,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5613,174,Sunday
2023-10-22,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2335,8,Sunday
2023-10-22,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2158,15,Sunday
2023-10-23,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6864,73,Monday
2023-10-23,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9806,137,Monday
2023-10-23,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1677,24,Monday
2023-10-23,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2368,41,Monday
2023-10-23,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7136,334,Monday
2023-10-23,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10725,429,Monday
2023-10-23,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5508,23,Monday
2023-10-23,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3843,26,Monday
2023-10-24,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7477,97,Tuesday
2023-10-24,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10374,136,Tuesday
2023-10-24,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1747,30,Tuesday
2023-10-24,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2534,41,Tuesday
2023-10-24,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7582,293,Tuesday
2023-10-24,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11452,443,Tuesday
2023-10-24,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5640,32,Tuesday
2023-10-24,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3971,25,Tuesday
2023-10-25,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7489,87,Wednesday
2023-10-25,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10640,141,Wednesday
2023-10-25,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1799,25,Wednesday
2023-10-25,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2616,40,Wednesday
2023-10-25,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7847,321,Wednesday
2023-10-25,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11826,451,Wednesday
2023-10-25,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5823,29,Wednesday
2023-10-25,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4091,14,Wednesday
2023-10-26,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7468,103,Thursday
2023-10-26,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10406,137,Thursday
2023-10-26,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1913,28,Thursday
2023-10-26,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2626,46,Thursday
2023-10-26,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8339,304,Thursday
2023-10-26,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11362,422,Thursday
2023-10-26,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5767,30,Thursday
2023-10-26,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4142,19,Thursday
2023-10-27,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6804,72,Friday
2023-10-27,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9282,123,Friday
2023-10-27,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1785,26,Friday
2023-10-27,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2403,46,Friday
2023-10-27,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8041,335,Friday
2023-10-27,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11148,420,Friday
2023-10-27,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5242,32,Friday
2023-10-27,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3959,26,Friday
2023-10-28,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6093,72,Saturday
2023-10-28,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),6144,60,Saturday
2023-10-28,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1138,8,Saturday
2023-10-28,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1128,9,Saturday
2023-10-28,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6879,264,Saturday
2023-10-28,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6735,218,Saturday
2023-10-28,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),3232,8,Saturday
2023-10-28,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3306,21,Saturday
2023-10-29,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),3769,34,Sunday
2023-10-29,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4234,44,Sunday
2023-10-29,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),727,6,Sunday
2023-10-29,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),821,6,Sunday
2023-10-29,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),4410,210,Sunday
2023-10-29,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5609,156,Sunday
2023-10-29,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2124,7,Sunday
2023-10-29,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2141,12,Sunday
2023-10-30,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6854,75,Monday
2023-10-30,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9530,136,Monday
2023-10-30,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1647,21,Monday
2023-10-30,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2250,24,Monday
2023-10-30,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6919,305,Monday
2023-10-30,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10361,393,Monday
2023-10-30,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5288,23,Monday
2023-10-30,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3889,25,Monday
2023-10-31,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7561,80,Tuesday
2023-10-31,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10231,136,Tuesday
2023-10-31,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1893,28,Tuesday
2023-10-31,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2557,39,Tuesday
2023-10-31,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7449,302,Tuesday
2023-10-31,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10645,412,Tuesday
2023-10-31,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5386,21,Tuesday
2023-10-31,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4065,21,Tuesday
2023-11-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7310,85,Wednesday
2023-11-01,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10283,108,Wednesday
2023-11-01,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1777,25,Wednesday
2023-11-01,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2503,39,Wednesday
2023-11-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7580,307,Wednesday
2023-11-01,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11040,372,Wednesday
2023-11-01,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5343,28,Wednesday
2023-11-01,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3874,15,Wednesday
2023-11-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7315,64,Thursday
2023-11-02,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9915,131,Thursday
2023-11-02,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1858,29,Thursday
2023-11-02,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2509,45,Thursday
2023-11-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7662,323,Thursday
2023-11-02,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11062,421,Thursday
2023-11-02,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5518,21,Thursday
2023-11-02,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4055,30,Thursday
2023-11-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6694,81,Friday
2023-11-03,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9070,119,Friday
2023-11-03,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1617,14,Friday
2023-11-03,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2333,39,Friday
2023-11-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7709,330,Friday
2023-11-03,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10766,417,Friday
2023-11-03,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5138,33,Friday
2023-11-03,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3624,17,Friday
2023-11-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5275,47,Saturday
2023-11-04,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5511,81,Saturday
2023-11-04,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1075,4,Saturday
2023-11-04,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),950,18,Saturday
2023-11-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5989,211,Saturday
2023-11-04,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5977,211,Saturday
2023-11-04,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),3065,11,Saturday
2023-11-04,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2900,15,Saturday
2023-11-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4221,39,Sunday
2023-11-05,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4624,54,Sunday
2023-11-05,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),959,2,Sunday
2023-11-05,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),816,1,Sunday
2023-11-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5349,90,Sunday
2023-11-05,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5134,113,Sunday
2023-11-05,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2436,8,Sunday
2023-11-05,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2398,24,Sunday
2023-11-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6994,73,Monday
2023-11-06,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9526,125,Monday
2023-11-06,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1688,29,Monday
2023-11-06,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2316,37,Monday
2023-11-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7119,317,Monday
2023-11-06,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10608,429,Monday
2023-11-06,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5356,30,Monday
2023-11-06,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3815,28,Monday
2023-11-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7150,87,Tuesday
2023-11-07,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8873,123,Tuesday
2023-11-07,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1600,20,Tuesday
2023-11-07,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),1838,36,Tuesday
2023-11-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6972,281,Tuesday
2023-11-07,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),9245,398,Tuesday
2023-11-07,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4963,26,Tuesday
2023-11-07,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3767,22,Tuesday
2023-11-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7728,96,Wednesday
2023-11-08,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10215,135,Wednesday
2023-11-08,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1782,22,Wednesday
2023-11-08,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2508,34,Wednesday
2023-11-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7998,306,Wednesday
2023-11-08,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11414,430,Wednesday
2023-11-08,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5590,33,Wednesday
2023-11-08,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4114,22,Wednesday
2023-11-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7498,95,Thursday
2023-11-09,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10013,145,Thursday
2023-11-09,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1836,32,Thursday
2023-11-09,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2437,39,Thursday
2023-11-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8018,313,Thursday
2023-11-09,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11155,411,Thursday
2023-11-09,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5591,19,Thursday
2023-11-09,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4103,23,Thursday
2023-11-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6662,88,Friday
2023-11-10,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8427,116,Friday
2023-11-10,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1625,17,Friday
2023-11-10,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2047,38,Friday
2023-11-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8093,318,Friday
2023-11-10,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10138,416,Friday
2023-11-10,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4941,25,Friday
2023-11-10,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3640,20,Friday
2023-11-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5657,63,Saturday
2023-11-11,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5621,91,Saturday
2023-11-11,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1106,9,Saturday
2023-11-11,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),932,16,Saturday
2023-11-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6862,207,Saturday
2023-11-11,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6652,225,Saturday
2023-11-11,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),3036,16,Saturday
2023-11-11,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2969,18,Saturday
2023-11-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4121,32,Sunday
2023-11-12,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4462,64,Sunday
2023-11-12,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),853,7,Sunday
2023-11-12,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),699,7,Sunday
2023-11-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5139,210,Sunday
2023-11-12,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5206,165,Sunday
2023-11-12,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2396,9,Sunday
2023-11-12,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2285,10,Sunday
2023-11-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6874,72,Monday
2023-11-13,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9514,129,Monday
2023-11-13,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1681,30,Monday
2023-11-13,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2223,34,Monday
2023-11-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7091,311,Monday
2023-11-13,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10589,388,Monday
2023-11-13,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5341,25,Monday
2023-11-13,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3838,24,Monday
2023-11-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7438,77,Tuesday
2023-11-14,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9876,156,Tuesday
2023-11-14,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1840,25,Tuesday
2023-11-14,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2351,43,Tuesday
2023-11-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7787,334,Tuesday
2023-11-14,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11099,459,Tuesday
2023-11-14,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5516,39,Tuesday
2023-11-14,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4115,14,Tuesday
2023-11-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7337,81,Wednesday
2023-11-15,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),9842,146,Wednesday
2023-11-15,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1848,30,Wednesday
2023-11-15,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2456,41,Wednesday
2023-11-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8325,315,Wednesday
2023-11-15,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11500,431,Wednesday
2023-11-15,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5516,25,Wednesday
2023-11-15,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4149,17,Wednesday
2023-11-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7506,80,Thursday
2023-11-16,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),10069,150,Thursday
2023-11-16,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1913,32,Thursday
2023-11-16,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2431,45,Thursday
2023-11-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8076,316,Thursday
2023-11-16,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),11283,412,Thursday
2023-11-16,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),5651,28,Thursday
2023-11-16,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),4271,26,Thursday
2023-11-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),6777,85,Friday
2023-11-17,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8922,117,Friday
2023-11-17,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1672,24,Friday
2023-11-17,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2166,39,Friday
2023-11-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),8191,286,Friday
2023-11-17,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10876,400,Friday
2023-11-17,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4835,23,Friday
2023-11-17,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3748,15,Friday
2023-11-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),5501,60,Saturday
2023-11-18,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),5460,63,Saturday
2023-11-18,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1095,10,Saturday
2023-11-18,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),925,13,Saturday
2023-11-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),6370,251,Saturday
2023-11-18,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),6336,215,Saturday
2023-11-18,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),3020,11,Saturday
2023-11-18,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2831,17,Saturday
2023-11-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),4182,48,Sunday
2023-11-19,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),4315,61,Sunday
2023-11-19,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),908,9,Sunday
2023-11-19,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),699,5,Sunday
2023-11-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),5095,224,Sunday
2023-11-19,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),5170,183,Sunday
2023-11-19,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),2394,14,Sunday
2023-11-19,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),2294,15,Sunday
2023-11-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.9442138671875 40.82478332519531),7030,70,Monday
2023-11-20,151,"145 St (A,C,B,D)",Manhattan,POINT (-73.944214 40.824783),8791,111,Monday
2023-11-20,152,"135 St (C,B)",Manhattan,POINT (-73.94764709472656 40.817893981933594),1573,17,Monday
2023-11-20,152,"135 St (C,B)",Manhattan,POINT (-73.94765 40.817894),2133,24,Monday
2023-11-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95234680175781 40.81110763549805),7296,286,Monday
2023-11-20,153,"125 St (A,C,B,D)",Manhattan,POINT (-73.95235 40.811108),10428,375,Monday
2023-11-20,305,137 St-City College (1),Manhattan,POINT (-73.953674 40.822006),4958,32,Monday
2023-11-20,305,137 St-City College (1),Manhattan,POINT (-73.95367431640625 40.82200622558594),3937,21,Monday
