station_complex_id,station_complex,borough,Year,ridership,net_exits
B026,Neck Rd (Q),BK,2022,630357,272515
B027,"Sheepshead Bay (B,Q)",BK,2018,4203679,3719744
B027,"Sheepshead Bay (B,Q)",BK,2019,4178386,3742856
B027,"Sheepshead Bay (B,Q)",BK,2020,1796609,1826237
B027,"Sheepshead Bay (B,Q)",BK,2021,1823144,2187998
B027,"Sheepshead Bay (B,Q)",BK,2022,1860603,2630607
B029,"Brighton Beach (B,Q)",BK,2018,3799567,2453077
B029,"Brighton Beach (B,Q)",BK,2019,3763640,2346526
B029,"Brighton Beach (B,Q)",BK,2020,1707231,1288302
B029,"Brighton Beach (B,Q)",BK,2021,1753539,1536743
B029,"Brighton Beach (B,Q)",BK,2022,1699053,1695180
B032,Ocean Pkwy (Q),BK,2018,1033070,527675
B032,Ocean Pkwy (Q),BK,2019,1045295,531141
B032,Ocean Pkwy (Q),BK,2020,474272,287305
B032,Ocean Pkwy (Q),BK,2021,505259,357660
B032,Ocean Pkwy (Q),BK,2022,510626,382875
C008,"DeKalb Av (B,Q,R)",BK,2018,6668824,2729884
C008,"DeKalb Av (B,Q,R)",BK,2019,6343134,2434487
C008,"DeKalb Av (B,Q,R)",BK,2020,2231745,1054267
C008,"DeKalb Av (B,Q,R)",BK,2021,2092548,1664778
C008,"DeKalb Av (B,Q,R)",BK,2022,2309756,2267823
C010,Union St (R),BK,2018,2095995,1626137
C010,Union St (R),BK,2019,2276444,1716474
C010,Union St (R),BK,2020,816485,783968
C010,Union St (R),BK,2021,868013,1064664
C010,Union St (R),BK,2022,874498,1275284
C012,"4 Av (F,G)/9 St (R)",BK,2018,3919361,3481811
C012,"4 Av (F,G)/9 St (R)",BK,2019,3930099,3550964
C012,"4 Av (F,G)/9 St (R)",BK,2020,1536673,1646991
C012,"4 Av (F,G)/9 St (R)",BK,2021,1590235,2147799
C012,"4 Av (F,G)/9 St (R)",BK,2022,1608156,2739298
C014,Prospect Av (R),BK,2018,1633613,1274850
C014,Prospect Av (R),BK,2019,1775787,1414090
C014,Prospect Av (R),BK,2020,677986,678212
C014,Prospect Av (R),BK,2021,737485,959808
C014,Prospect Av (R),BK,2022,755561,1190007
C016,25 St (R),BK,2018,1163791,935496
C016,25 St (R),BK,2019,1161643,982618
C016,25 St (R),BK,2020,516804,550025
C016,25 St (R),BK,2021,558322,706501
C016,25 St (R),BK,2022,537442,798191
C018,"36 St (D,N,R)",BK,2018,4301940,2539006
C018,"36 St (D,N,R)",BK,2019,4259104,2597877
C018,"36 St (D,N,R)",BK,2020,1958267,1489799
C018,"36 St (D,N,R)",BK,2021,2112116,1911381
C018,"36 St (D,N,R)",BK,2022,2297368,2623618
C019,45 St (R),BK,2018,2241344,1351518
C019,45 St (R),BK,2019,2431165,1439224
C019,45 St (R),BK,2020,1080889,766700
C019,45 St (R),BK,2021,1197996,1004647
C019,45 St (R),BK,2022,1184374,1157963
C020,53 St (R),BK,2018,2370440,2319666
C020,53 St (R),BK,2019,2788153,2904955
C020,53 St (R),BK,2020,1368082,1575857
C020,53 St (R),BK,2021,1422610,1939470
C020,53 St (R),BK,2022,1410695,2173696
C021,"59 St (N,R)",BK,2018,7410946,3966862
C021,"59 St (N,R)",BK,2019,7193284,4173754
C021,"59 St (N,R)",BK,2020,3213441,2344631
C021,"59 St (N,R)",BK,2021,3553116,3466274
C021,"59 St (N,R)",BK,2022,3530271,4258684
C023,Bay Ridge Av (R),BK,2018,2230245,1205140
C023,Bay Ridge Av (R),BK,2019,2362023,1510340
C023,Bay Ridge Av (R),BK,2020,1038490,717033
C023,Bay Ridge Av (R),BK,2021,1111469,1133220
C023,Bay Ridge Av (R),BK,2022,1136685,1042475
C024,77 St (R),BK,2018,1692922,612350
C024,77 St (R),BK,2019,1687604,633632
C024,77 St (R),BK,2020,715694,326936
C024,77 St (R),BK,2021,742072,392806
C024,77 St (R),BK,2022,733498,442859
C025,86 St (R),BK,2018,3468059,2017208
C025,86 St (R),BK,2019,3391347,2035423
C025,86 St (R),BK,2020,1506188,1390746
C025,86 St (R),BK,2021,1690773,1861317
C025,86 St (R),BK,2022,1751291,2131566
C027,Bay Ridge-95 St (R),BK,2018,1765610,1087907
C027,Bay Ridge-95 St (R),BK,2019,1771966,1121664
C027,Bay Ridge-95 St (R),BK,2020,772435,543272
C027,Bay Ridge-95 St (R),BK,2021,766604,639365
C027,Bay Ridge-95 St (R),BK,2022,765143,753056
D002,8 Av (N),BK,2018,3509970,3394313
D002,8 Av (N),BK,2019,3674794,3871171
D002,8 Av (N),BK,2020,1453271,1608719
D002,8 Av (N),BK,2021,1696502,2105611
D002,8 Av (N),BK,2022,1923770,2748876
D003,Fort Hamilton Pkwy (N),BK,2018,958226,146481
D003,Fort Hamilton Pkwy (N),BK,2019,1352908,581527
D003,Fort Hamilton Pkwy (N),BK,2020,786289,473297
D003,Fort Hamilton Pkwy (N),BK,2021,920916,658983
D003,Fort Hamilton Pkwy (N),BK,2022,1064363,903915
D008,18 Av (N),BK,2018,889606,430566
D008,18 Av (N),BK,2019,1035641,750746
D008,18 Av (N),BK,2020,556374,532128
D008,18 Av (N),BK,2021,674216,722534
D008,18 Av (N),BK,2022,699333,909241
D009,20 Av (N),BK,2018,1074379,319012
D009,20 Av (N),BK,2019,1138470,690362
D009,20 Av (N),BK,2020,492011,475180
D009,20 Av (N),BK,2021,594534,648473
D009,20 Av (N),BK,2022,685914,929704
D010,Bay Pkwy (N),BK,2018,1351938,943033
D010,Bay Pkwy (N),BK,2019,1399357,838889
D010,Bay Pkwy (N),BK,2020,772392,647529
D010,Bay Pkwy (N),BK,2021,922727,883496
D010,Bay Pkwy (N),BK,2022,949090,1113450
D012,Kings Hwy (N),BK,2018,1041883,380776
D012,Kings Hwy (N),BK,2019,1384836,1350905
D012,Kings Hwy (N),BK,2020,716777,773806
D012,Kings Hwy (N),BK,2021,857806,1014045
D012,Kings Hwy (N),BK,2022,922950,1275654
D015,Avenue U (N),BK,2018,835182,266446
D015,Avenue U (N),BK,2019,1029791,793285
D015,Avenue U (N),BK,2020,520667,443482
D015,Avenue U (N),BK,2021,644021,603555
D015,Avenue U (N),BK,2022,671638,737378
D016,86 St (N),BK,2018,608432,294914
D016,86 St (N),BK,2019,718443,745193
D016,86 St (N),BK,2020,380950,422516
D016,86 St (N),BK,2021,434504,510075
D016,86 St (N),BK,2022,464163,627665
E001,9 Av (D),BK,2018,1668916,1722080
E001,9 Av (D),BK,2019,1707251,1747674
E001,9 Av (D),BK,2020,819879,883313
E001,9 Av (D),BK,2021,858541,1053038
E001,9 Av (D),BK,2022,946254,1337408
E003,Fort Hamilton Pkwy (D),BK,2018,1194258,727169
E003,Fort Hamilton Pkwy (D),BK,2019,1207492,739580
E003,Fort Hamilton Pkwy (D),BK,2020,623688,427070
E003,Fort Hamilton Pkwy (D),BK,2021,672921,539388
E003,Fort Hamilton Pkwy (D),BK,2022,683639,644695
E004,50 St (D),BK,2018,964948,862340
E004,50 St (D),BK,2019,976197,882819
E004,50 St (D),BK,2020,528736,524970
E004,50 St (D),BK,2021,550108,609812
E004,50 St (D),BK,2022,575902,721403
E005,55 St (D),BK,2018,655783,296008
E005,55 St (D),BK,2019,643006,296811
E005,55 St (D),BK,2020,341262,170837
E005,55 St (D),BK,2021,344386,190756
E005,55 St (D),BK,2022,338353,219531
E006,New Utrecht Av (N)/62 St (D),BK,2018,1501931,672736
E006,New Utrecht Av (N)/62 St (D),BK,2019,1504633,877320
E006,New Utrecht Av (N)/62 St (D),BK,2020,726841,612116
E006,New Utrecht Av (N)/62 St (D),BK,2021,845666,788766
E006,New Utrecht Av (N)/62 St (D),BK,2022,889856,994909
E009,71 St (D),BK,2018,1727913,641296
E009,71 St (D),BK,2019,1731005,603504
E009,71 St (D),BK,2020,735896,293828
E009,71 St (D),BK,2021,738841,317626
E009,71 St (D),BK,2022,814621,412766
E011,79 St (D),BK,2018,1904868,596735
E011,79 St (D),BK,2019,1925583,617060
E011,79 St (D),BK,2020,826753,282012
E011,79 St (D),BK,2021,903096,337932
E011,79 St (D),BK,2022,1021867,448611
E012,18 Av (D),BK,2018,1919680,506532
E012,18 Av (D),BK,2019,1946185,505349
E012,18 Av (D),BK,2020,864943,249533
E012,18 Av (D),BK,2021,889329,272855
E012,18 Av (D),BK,2022,991188,345083
E013,20 Av (D),BK,2018,1543989,459616
E013,20 Av (D),BK,2019,1582693,446058
E013,20 Av (D),BK,2020,716840,232542
E013,20 Av (D),BK,2021,718050,254673
E013,20 Av (D),BK,2022,799110,288977
E014,Bay Pkwy (D),BK,2018,2448152,2176250
E014,Bay Pkwy (D),BK,2019,2458528,2209498
E014,Bay Pkwy (D),BK,2020,1114841,1090713
E014,Bay Pkwy (D),BK,2021,1140223,1346129
E014,Bay Pkwy (D),BK,2022,1261482,1685447
E015,25 Av (D),BK,2018,1608975,434159
E015,25 Av (D),BK,2019,1527045,363587
E015,25 Av (D),BK,2020,630645,171600
E015,25 Av (D),BK,2021,649015,191756
E015,25 Av (D),BK,2022,727865,241304
E016,Bay 50 St (D),BK,2018,835317,180716
E016,Bay 50 St (D),BK,2019,831877,175599
E016,Bay 50 St (D),BK,2020,363237,81529
E016,Bay 50 St (D),BK,2021,414455,192424
E016,Bay 50 St (D),BK,2022,477536,217093
G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,2018,4700431,3994734
G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,2019,4715779,4014638
G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,2020,1996445,2005521
G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,2021,2249609,2467811
G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,2022,2442871,2968080
G011,"West 8 St-New York Aquarium (F,Q)",BK,2018,823558,651772
G011,"West 8 St-New York Aquarium (F,Q)",BK,2019,839853,681852
G011,"West 8 St-New York Aquarium (F,Q)",BK,2020,322792,267322
G011,"West 8 St-New York Aquarium (F,Q)",BK,2021,373123,444266
G011,"West 8 St-New York Aquarium (F,Q)",BK,2022,414744,548894
H006,3 Av (L),M,2018,2205786,2196901
H006,3 Av (L),M,2019,1701150,1783488
H006,3 Av (L),M,2020,724512,755311
H006,3 Av (L),M,2021,766845,1206608
H006,3 Av (L),M,2022,713630,1602909
H007,1 Av (L),M,2018,6453483,7058687
H007,1 Av (L),M,2019,5212989,5802194
H007,1 Av (L),M,2020,2133943,2825008
H007,1 Av (L),M,2021,2664850,4711824
H007,1 Av (L),M,2022,2530937,5953713
H009,Bedford Av (L),BK,2018,8726249,9354799
H009,Bedford Av (L),BK,2019,7623969,5669475
H009,Bedford Av (L),BK,2020,2837553,2563986
H009,Bedford Av (L),BK,2021,3056348,5784337
H009,Bedford Av (L),BK,2022,2964724,8258436
H012,Lorimer St (L)/Metropolitan Av (G),BK,2018,4800391,2326583
H012,Lorimer St (L)/Metropolitan Av (G),BK,2019,4675741,2509774
H012,Lorimer St (L)/Metropolitan Av (G),BK,2020,1759384,1114368
H012,Lorimer St (L)/Metropolitan Av (G),BK,2021,1664197,1882198
H012,Lorimer St (L)/Metropolitan Av (G),BK,2022,1573253,3250177
H013,Graham Av (L),BK,2018,3043898,2130405
H013,Graham Av (L),BK,2019,2698890,1767513
H013,Graham Av (L),BK,2020,1014583,877551
H013,Graham Av (L),BK,2021,1076317,1387073
H013,Graham Av (L),BK,2022,990583,1631708
H015,Grand St (L),BK,2018,2151728,2072624
H015,Grand St (L),BK,2019,1865717,1808149
H015,Grand St (L),BK,2020,810387,907704
H015,Grand St (L),BK,2021,911928,1301717
H015,Grand St (L),BK,2022,896060,1657818
H017,Montrose Av (L),BK,2018,2239983,1296149
H017,Montrose Av (L),BK,2019,1932810,1114674
H017,Montrose Av (L),BK,2020,811122,656033
H017,Montrose Av (L),BK,2021,883600,1041723
H017,Montrose Av (L),BK,2022,786389,1076392
H019,Morgan Av (L),BK,2018,2451941,1193903
H019,Morgan Av (L),BK,2019,2088777,1127623
H019,Morgan Av (L),BK,2020,837398,673329
H019,Morgan Av (L),BK,2021,851175,997092
H019,Morgan Av (L),BK,2022,760327,1222099
H022,Jefferson St (L),BK,2018,2508177,596917
H022,Jefferson St (L),BK,2019,2227702,567583
H022,Jefferson St (L),BK,2020,892544,277916
H022,Jefferson St (L),BK,2021,960599,447717
H022,Jefferson St (L),BK,2022,898447,565464
H023,DeKalb Av (L),BK,2018,3265837,893850
H023,DeKalb Av (L),BK,2019,2799957,732968
H023,DeKalb Av (L),BK,2020,1264489,425297
H023,DeKalb Av (L),BK,2021,1254033,530813
H023,DeKalb Av (L),BK,2022,1046008,617292
H026,"Myrtle-Wyckoff Avs (L,M)",BK,2018,6819450,3943452
H026,"Myrtle-Wyckoff Avs (L,M)",BK,2019,5907056,3567349
H026,"Myrtle-Wyckoff Avs (L,M)",BK,2020,2718758,2178199
H026,"Myrtle-Wyckoff Avs (L,M)",BK,2021,2806355,2802756
H026,"Myrtle-Wyckoff Avs (L,M)",BK,2022,2811617,3554712
H028,Halsey St (L),BK,2018,2632383,1661439
H028,Halsey St (L),BK,2019,2183058,1401565
H028,Halsey St (L),BK,2020,994485,733290
H028,Halsey St (L),BK,2021,1042600,1025132
H028,Halsey St (L),BK,2022,947350,1302286
H032,Wilson Av (L),BK,2018,1430668,1310687
H032,Wilson Av (L),BK,2019,1302743,1205911
H032,Wilson Av (L),BK,2020,588787,605798
H032,Wilson Av (L),BK,2021,622668,839785
H032,Wilson Av (L),BK,2022,568473,1036563
H033,Bushwick Av-Aberdeen St (L),BK,2018,676116,505746
H033,Bushwick Av-Aberdeen St (L),BK,2019,604667,447309
H033,Bushwick Av-Aberdeen St (L),BK,2020,297100,257630
H033,Bushwick Av-Aberdeen St (L),BK,2021,340219,347045
H033,Bushwick Av-Aberdeen St (L),BK,2022,330297,393111
H035,Atlantic Av (L),BK,2018,583928,235968
H035,Atlantic Av (L),BK,2019,494569,223099
H035,Atlantic Av (L),BK,2020,246609,137374
H035,Atlantic Av (L),BK,2021,258218,164306
H035,Atlantic Av (L),BK,2022,260112,191474
H037,Sutter Av (L),BK,2018,1259402,1007575
H037,Sutter Av (L),BK,2019,1057645,830561
H037,Sutter Av (L),BK,2020,492671,636713
H037,Sutter Av (L),BK,2021,477032,722424
H037,Sutter Av (L),BK,2022,414918,762849
H038,Livonia Av (L),BK,2018,1005231,795259
H038,Livonia Av (L),BK,2019,865644,739641
H038,Livonia Av (L),BK,2020,458996,432324
H038,Livonia Av (L),BK,2021,365759,451041
H038,Livonia Av (L),BK,2022,423521,634831
H039,New Lots Av (L),BK,2018,1508354,1476271
H039,New Lots Av (L),BK,2019,1271041,1344739
H039,New Lots Av (L),BK,2020,618134,819121
H039,New Lots Av (L),BK,2021,611433,900508
H039,New Lots Av (L),BK,2022,578912,996678
H040,East 105 St (L),BK,2018,1165324,1132068
H040,East 105 St (L),BK,2019,1024165,1069424
H040,East 105 St (L),BK,2020,488184,606705
H040,East 105 St (L),BK,2021,434148,649193
H040,East 105 St (L),BK,2022,423619,784057
H041,Canarsie-Rockaway Pkwy (L),BK,2018,3661376,1236140
H041,Canarsie-Rockaway Pkwy (L),BK,2019,3352218,2917944
H041,Canarsie-Rockaway Pkwy (L),BK,2020,1350167,674101
H041,Canarsie-Rockaway Pkwy (L),BK,2021,1030681,704114
H041,Canarsie-Rockaway Pkwy (L),BK,2022,694573,564361
J001,"Marcy Av (J,M,Z)",BK,2018,4111539,2512486
J001,"Marcy Av (J,M,Z)",BK,2019,4612593,3031829
J001,"Marcy Av (J,M,Z)",BK,2020,1769797,1766265
J001,"Marcy Av (J,M,Z)",BK,2021,1509644,2064934
J001,"Marcy Av (J,M,Z)",BK,2022,1396280,2583069
J003,"Hewes St (J,M)",BK,2018,895845,456890
J003,"Hewes St (J,M)",BK,2019,1116040,888402
J003,"Hewes St (J,M)",BK,2020,469938,454516
J003,"Hewes St (J,M)",BK,2021,307399,461901
J003,"Hewes St (J,M)",BK,2022,227424,537157
J005,"Lorimer St (J,M)",BK,2018,1476975,962017
J005,"Lorimer St (J,M)",BK,2019,1750022,1329899
J005,"Lorimer St (J,M)",BK,2020,718802,640122
J005,"Lorimer St (J,M)",BK,2021,641142,746369
J005,"Lorimer St (J,M)",BK,2022,584707,903943
J007,"Flushing Av (J,M)",BK,2018,2555767,1377878
J007,"Flushing Av (J,M)",BK,2019,2754667,1595882
J007,"Flushing Av (J,M)",BK,2020,1304834,955891
J007,"Flushing Av (J,M)",BK,2021,1190790,1085268
J007,"Flushing Av (J,M)",BK,2022,1066653,1270310
J009,"Myrtle Av (J,M,Z)",BK,2018,3720907,2081213
J009,"Myrtle Av (J,M,Z)",BK,2019,3766743,2274552
J009,"Myrtle Av (J,M,Z)",BK,2020,1558977,1259523
J009,"Myrtle Av (J,M,Z)",BK,2021,1360873,1535306
J009,"Myrtle Av (J,M,Z)",BK,2022,1238477,1723295
J012,Kosciuszko St (J),BK,2018,1915037,640213
J012,Kosciuszko St (J),BK,2019,1793706,601446
J012,Kosciuszko St (J),BK,2020,726076,416404
J012,Kosciuszko St (J),BK,2021,687680,493652
J012,Kosciuszko St (J),BK,2022,627551,533745
J013,"Gates Av (J,Z)",BK,2018,2208424,869061
J013,"Gates Av (J,Z)",BK,2019,2264257,936623
J013,"Gates Av (J,Z)",BK,2020,954745,495392
J013,"Gates Av (J,Z)",BK,2021,898678,581991
J013,"Gates Av (J,Z)",BK,2022,802972,692260
J016,Halsey St (J),BK,2018,2018458,901267
J016,Halsey St (J),BK,2019,2053232,1016267
J016,Halsey St (J),BK,2020,860124,501372
J016,Halsey St (J),BK,2021,772265,566974
J016,Halsey St (J),BK,2022,693208,689080
J017,"Chauncey St (J,Z)",BK,2018,1069895,473361
J017,"Chauncey St (J,Z)",BK,2019,1085208,526641
J017,"Chauncey St (J,Z)",BK,2020,481217,273169
J017,"Chauncey St (J,Z)",BK,2021,447787,296446
J017,"Chauncey St (J,Z)",BK,2022,386969,339392
J020,Alabama Av (J),BK,2018,678793,702913
J020,Alabama Av (J),BK,2019,653885,697083
J020,Alabama Av (J),BK,2020,354512,452131
J020,Alabama Av (J),BK,2021,359311,487646
J020,Alabama Av (J),BK,2022,329612,479584
J021,"Van Siclen Av (J,Z)",BK,2018,823158,881997
J021,"Van Siclen Av (J,Z)",BK,2019,795484,881307
J021,"Van Siclen Av (J,Z)",BK,2020,417341,510574
J021,"Van Siclen Av (J,Z)",BK,2021,424143,599487
J021,"Van Siclen Av (J,Z)",BK,2022,405786,708562
J022,Cleveland St (J),BK,2018,907484,946037
J022,Cleveland St (J),BK,2019,888175,965655
J022,Cleveland St (J),BK,2020,441136,591122
J022,Cleveland St (J),BK,2021,414909,671202
J022,Cleveland St (J),BK,2022,376183,775340
J023,"Norwood Av (J,Z)",BK,2018,970626,993978
J023,"Norwood Av (J,Z)",BK,2019,951519,1030188
J023,"Norwood Av (J,Z)",BK,2020,458848,612309
J023,"Norwood Av (J,Z)",BK,2021,433525,672216
J023,"Norwood Av (J,Z)",BK,2022,407155,782744
J024,"Crescent St (J,Z)",BK,2018,1472135,1670782
J024,"Crescent St (J,Z)",BK,2019,1396219,1588359
J024,"Crescent St (J,Z)",BK,2020,683388,909303
J024,"Crescent St (J,Z)",BK,2021,695192,1110541
J024,"Crescent St (J,Z)",BK,2022,624360,1328185
J025,Cypress Hills (J),BK,2018,415609,260263
J025,Cypress Hills (J),BK,2019,424294,264384
J025,Cypress Hills (J),BK,2020,227666,160638
J025,Cypress Hills (J),BK,2021,231819,200314
J025,Cypress Hills (J),BK,2022,214719,214460
J028,"75 St-Elderts Ln (J,Z)",Q,2018,995212,747641
J028,"75 St-Elderts Ln (J,Z)",Q,2019,1030486,797131
J028,"75 St-Elderts Ln (J,Z)",Q,2020,538293,392033
J028,"75 St-Elderts Ln (J,Z)",Q,2021,579986,483056
J028,"75 St-Elderts Ln (J,Z)",Q,2022,534482,572082
J030,85 St-Forest Pkwy (J),Q,2018,1070709,660917
J030,85 St-Forest Pkwy (J),Q,2019,1067385,542495
J030,85 St-Forest Pkwy (J),Q,2020,561473,310402
J030,85 St-Forest Pkwy (J),Q,2021,588678,386889
J030,85 St-Forest Pkwy (J),Q,2022,550793,404052
J031,"Woodhaven Blvd (J,Z)",Q,2018,1381976,694300
J031,"Woodhaven Blvd (J,Z)",Q,2019,1344356,806448
J031,"Woodhaven Blvd (J,Z)",Q,2020,687853,552368
J031,"Woodhaven Blvd (J,Z)",Q,2021,698455,607301
J031,"Woodhaven Blvd (J,Z)",Q,2022,674232,522970
J034,"104 St (J,Z)",Q,2018,328141,93518
J034,"104 St (J,Z)",Q,2019,586446,294232
J034,"104 St (J,Z)",Q,2020,367363,211453
J034,"104 St (J,Z)",Q,2021,410648,318467
J034,"104 St (J,Z)",Q,2022,402580,327460
J035,111 St (J),Q,2018,810532,479244
J035,111 St (J),Q,2019,351301,215486
J035,111 St (J),Q,2020,307353,192024
J035,111 St (J),Q,2021,357995,272200
J035,111 St (J),Q,2022,346765,319645
J037,"121 St (J,Z)",Q,2018,394300,246501
J037,"121 St (J,Z)",Q,2019,686603,448613
J037,"121 St (J,Z)",Q,2020,324519,227982
J037,"121 St (J,Z)",Q,2021,393744,291593
J037,"121 St (J,Z)",Q,2022,365944,307850
K017,Central Av (M),BK,2018,725271,651190
K017,Central Av (M),BK,2019,1439585,1386711
K017,Central Av (M),BK,2020,585545,615167
K017,Central Av (M),BK,2021,467800,649080
K017,Central Av (M),BK,2022,435536,816474
K019,Knickerbocker Av (M),BK,2018,773173,764927
K019,Knickerbocker Av (M),BK,2019,1526158,1563273
K019,Knickerbocker Av (M),BK,2020,656930,757490
K019,Knickerbocker Av (M),BK,2021,556835,808250
K019,Knickerbocker Av (M),BK,2022,528732,969977
K022,Seneca Av (M),Q,2018,567853,558838
K022,Seneca Av (M),Q,2019,1076186,1075551
K022,Seneca Av (M),Q,2020,476210,511136
K022,Seneca Av (M),Q,2021,390213,526015
K022,Seneca Av (M),Q,2022,364639,654217
K024,Forest Av (M),Q,2018,934734,763890
K024,Forest Av (M),Q,2019,1310793,998458
K024,Forest Av (M),Q,2020,616131,540445
K024,Forest Av (M),Q,2021,604829,626504
K024,Forest Av (M),Q,2022,595999,728105
K025,Fresh Pond Rd (M),Q,2018,1424554,1547704
K025,Fresh Pond Rd (M),Q,2019,1794909,1915210
K025,Fresh Pond Rd (M),Q,2020,857514,981583
K025,Fresh Pond Rd (M),Q,2021,834742,1137356
K025,Fresh Pond Rd (M),Q,2022,810288,1385972
K026,Middle Village-Metropolitan Av (M),Q,2018,789662,810101
K026,Middle Village-Metropolitan Av (M),Q,2019,890441,901106
K026,Middle Village-Metropolitan Av (M),Q,2020,430830,502915
K026,Middle Village-Metropolitan Av (M),Q,2021,480111,583483
K026,Middle Village-Metropolitan Av (M),Q,2022,493022,689414
N002A,Inwood-207 St (A),M,2018,2861416,1315017
N002A,Inwood-207 St (A),M,2019,3228271,1550134
N002A,Inwood-207 St (A),M,2020,1307758,787391
N002A,Inwood-207 St (A),M,2021,1341011,935174
N002A,Inwood-207 St (A),M,2022,1209642,954750
N003,Dyckman St (A),M,2018,2036324,59326
N003,Dyckman St (A),M,2019,2215061,67560
N003,Dyckman St (A),M,2020,906627,40984
N003,Dyckman St (A),M,2021,932469,59372
N003,Dyckman St (A),M,2022,854521,73211
N006A,190 St (A),M,2018,1098648,355410
N006A,190 St (A),M,2019,911307,154579
N006A,190 St (A),M,2020,292001,61759
N006A,190 St (A),M,2021,199811,35943
N006A,190 St (A),M,2022,294724,93719
N007A,181 St (A),M,2018,3363098,2645798
N007A,181 St (A),M,2019,3398328,2928659
N007A,181 St (A),M,2020,1259685,1350058
N007A,181 St (A),M,2021,1435727,1555489
N007A,181 St (A),M,2022,1132305,1669278
N010,175 St (A),M,2018,3878394,2113853
N010,175 St (A),M,2019,4173653,2297334
N010,175 St (A),M,2020,1575798,1097114
N010,175 St (A),M,2021,1674853,1438189
N010,175 St (A),M,2022,1484646,1497415
N016A,163 St-Amsterdam Av (C),M,2018,494959,357989
N016A,163 St-Amsterdam Av (C),M,2019,1385810,1188063
N016A,163 St-Amsterdam Av (C),M,2020,588638,662163
N016A,163 St-Amsterdam Av (C),M,2021,585391,759683
N016A,163 St-Amsterdam Av (C),M,2022,573668,865551
N017,155 St (C),M,2018,1004913,816971
N017,155 St (C),M,2019,900870,722061
N017,155 St (C),M,2020,359199,353343
N017,155 St (C),M,2021,368405,422698
N017,155 St (C),M,2022,370889,499516
N019,"145 St (A,B,C,D)",M,2018,7197612,6986140
N019,"145 St (A,B,C,D)",M,2019,7197183,7230208
N019,"145 St (A,B,C,D)",M,2020,2993936,3527952
N019,"145 St (A,B,C,D)",M,2021,2960318,4110993
N019,"145 St (A,B,C,D)",M,2022,3057754,5132389
N024,"135 St (B,C)",M,2018,1633332,1261649
N024,"135 St (B,C)",M,2019,1753145,1332240
N024,"135 St (B,C)",M,2020,640393,574063
N024,"135 St (B,C)",M,2021,630972,700597
N024,"135 St (B,C)",M,2022,707680,907583
N026,"125 St (A,B,C,D)",M,2018,8854121,7517411
N026,"125 St (A,B,C,D)",M,2019,8964243,7986294
N026,"125 St (A,B,C,D)",M,2020,3733516,4089955
N026,"125 St (A,B,C,D)",M,2021,3699945,4837947
N026,"125 St (A,B,C,D)",M,2022,3677760,5721543
N030,"116 St (B,C)",M,2018,1936388,1089677
N030,"116 St (B,C)",M,2019,2269125,1643829
N030,"116 St (B,C)",M,2020,861899,838145
N030,"116 St (B,C)",M,2021,868988,992943
N030,"116 St (B,C)",M,2022,909196,1223877
N035,"Cathedral Pkwy-110 St (B,C)",M,2018,1160032,598983
N035,"Cathedral Pkwy-110 St (B,C)",M,2019,2387572,1230904
N035,"Cathedral Pkwy-110 St (B,C)",M,2020,877159,551239
N035,"Cathedral Pkwy-110 St (B,C)",M,2021,939118,721044
N035,"Cathedral Pkwy-110 St (B,C)",M,2022,933852,873099
N037,"103 St (B,C)",M,2018,1633901,1042908
N037,"103 St (B,C)",M,2019,1497255,1049460
N037,"103 St (B,C)",M,2020,552586,466614
N037,"103 St (B,C)",M,2021,584398,629161
N037,"103 St (B,C)",M,2022,599784,808656
N040,"96 St (B,C)",M,2018,2840236,2177615
N040,"96 St (B,C)",M,2019,3035230,2418098
N040,"96 St (B,C)",M,2020,1138887,1097852
N040,"96 St (B,C)",M,2021,1194614,1413723
N040,"96 St (B,C)",M,2022,1179896,1674085
N043,"86 St (B,C)",M,2018,1724516,931955
N043,"86 St (B,C)",M,2019,3214355,2780608
N043,"86 St (B,C)",M,2020,1124445,1120137
N043,"86 St (B,C)",M,2021,1217191,1559843
N043,"86 St (B,C)",M,2022,1292075,2099128
N044,"81 St-Museum of Natural History (B,C)",M,2018,4655859,3952902
N044,"81 St-Museum of Natural History (B,C)",M,2019,4287022,3565606
N044,"81 St-Museum of Natural History (B,C)",M,2020,1196903,1123062
N044,"81 St-Museum of Natural History (B,C)",M,2021,1508919,1856169
N044,"81 St-Museum of Natural History (B,C)",M,2022,1821864,2657263
N046,"72 St (B,C)",M,2018,1373135,1226039
N046,"72 St (B,C)",M,2019,2826336,2524163
N046,"72 St (B,C)",M,2020,871263,896430
N046,"72 St (B,C)",M,2021,1026811,1328439
N046,"72 St (B,C)",M,2022,1133917,1774433
N049,"59 St-Columbus Circle (A,B,C,D,1)",M,2018,22189221,17770198
N049,"59 St-Columbus Circle (A,B,C,D,1)",M,2019,22254314,18469621
N049,"59 St-Columbus Circle (A,B,C,D,1)",M,2020,7177418,6534992
N049,"59 St-Columbus Circle (A,B,C,D,1)",M,2021,7221681,8570289
N049,"59 St-Columbus Circle (A,B,C,D,1)",M,2022,8520366,12387674
N056,"50 St (C,E)",M,2018,6399917,3872088
